cod_municipio,anio,cod_departamento,nombre_departamento,nombre_municipio,pobl_rur,pobl_urb,pobl_tot,discapital,altura,areaoficialhas,indrural,DF_desemp_fisc,y_total,y_corr,y_transf,y_cap_regalias,y_cap_transf,g_cap_FBKF,MDM,SGP_total,hectareas_formalizadas,hectareas_adjudicadas,n_registros_formalizacion,n_registros_adjudicacion,n_asesinatos_sel_civiles_cmh,n_lideres_tierras_amb_cmh,n_homicidios_firmantes_paz,hectareas_coca,n_extorsiones,vrf_peq_productor,vrf_grande_productor,vrf_mediano_productor,vrf_mujer_rural,nuf_peq_productor,nuf_mujer_rural,vrf_credito_total,n_acciones_belicas,n_homicidios_md,n_homicidios_md_hombres,n_homicidios_md_mujeres,n_homicidios_md_rural,n_homicidios_md_urbano,n_lideres_asesinados_SD,n_lideres_rurales_SD,pdet,pnis,tasa_asesinatos_sel_civiles,tasa_lideres_tierras_amb,tasa_firmantes_paz,tasa_homicidios_md,tasa_homicidios_md_hombres,tasa_homicidios_md_mujeres,tasa_homicidios_md_rural,tasa_homicidios_md_urbano,prop_homicidios_md_rural,ln_homicidios_md,tasa_extorsiones,SGP_total_mill,vrf_peq_pc,vrf_grande_pc,vrf_mediano_pc,vrf_credito_total_pc,tasa_acciones_belicas,ln_acciones_belicas,tasa_lideres_asesinados_SD,tasa_lideres_rurales_SD,ln_lideres_asesinados_SD
05086,2017,05,Antioquia,Belmira,4897,1978,6875,38.48391342163086,2550,27900,0.71229088306427,68.30387525177458,8935.261554481935,2608.807762145996,1181.8119201660156,16.592098,3297.885986328125,1861.961181640625,54.84698348920935,4120024874,0,0,0,0,2,0,0,0,0,659.008645,437.6,466.496103,0,32,0,1563.104748,1,4,4,0,3,1,0,0,0,0,29.09090909090909,0,0,58.18181818181818,58.18181818181818,0,43.63636363636364,14.545454545454545,0.75,1.6094379124341003,0,4120.024874,95.8558029090909,63.65090909090909,67.85397861818183,227.36069061818182,14.545454545454545,0.6931471805599453,0,0,0
05086,2018,05,Antioquia,Belmira,4377,1623,6000,38.48391342163086,2550,27900,0.7294999957084656,65.81963616,10431.784857999999,2480.502501,1049.941606,460.994848,4053.972295,1197.869568,51.66168089982129,4060842585,0,0,0,0,0,0,0,0,0,370.757287,490,1643.39231,0,24,0,2504.149597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,4060.842585,61.79288116666667,81.66666666666667,273.89871833333336,417.3582661666667,0,0,0,0,0
05086,2019,05,Antioquia,Belmira,4400,1654,6054,38.48391342163086,2550,27900,0.7267922163009644,74.77881685257991,16937.82107509,3582.2120010400004,1304.4469032499999,0,5145.3886663,10247.97282678,59.93781735488,4688513073,0,0,0,0,0,0,0,0,0,1286.380416,963.447851,2867.49552,0,89,0,5117.323786999999,0,1,1,0,1,0,0,0,0,0,0,0,0,16.518004625041293,16.518004625041293,0,16.518004625041293,0,1,0.6931471805599453,0,4688.513073,212.48437661050545,159.14236058804096,473.6530426164519,845.2797798149983,0,0,0,0,0
05086,2020,05,Antioquia,Belmira,4427,1689,6116,38.48391342163086,2550,27900,0.7238391041755676,66.13,11584.34058851,2945.3953615,1042.51152694,1063.284173,5261.80431015,2660.2670289200005,50.794281005859375,4118694381,0,0,0,0,0,0,0,0,2,1018.812039,1079.897853,2249.400422,10,70,1,4348.110314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,32.701111837802486,4118.694381,166.58143214519293,176.56930232177893,367.78947383911054,710.9402083060822,0,0,0,0,0
05086,2021,05,Antioquia,Belmira,4377,1834,6211,38.48391342163086,2550,27900,0.7047174572944641,70.97366972940645,13444.61642,3399.0955492999997,1392.5252802999998,0,5082.658142,13294.263998,49.03122329711914,5344505733,0,0,0,0,0,0,0,0,0,1838.476735,767.20012,3315.237494,32,114,1,5920.914349,0,5,4,1,5,0,0,0,0,0,0,0,0,80.50233456770246,64.40186765416198,16.100466913540494,80.50233456770246,0,1,1.791759469228055,0,5344.505733,296.00333843181454,123.52280148124295,533.768715826759,953.2948557398164,0,0,0,0,0
05086,2022,05,Antioquia,Belmira,4363,1944,6307,38.48391342163086,2550,27900,0.6917710304260254,68.0160823637339,18541.455586,3528.1820521,1401.6977921,0,5691.673189,3538.83161,47.18272358905475,5376231871,0,0,0,0,0,0,0,0,1,1753.9979677200317,566.4769172668457,2101.599884033203,82,109,4,4422.074769020081,1,2,2,0,2,0,0,0,0,0,0,0,0,31.710797526557794,31.710797526557794,0,31.710797526557794,0,1,1.0986122886681098,15.855398763278897,5376.231871,278.1033720818189,89.81717413458787,333.2170420220712,701.137588238478,15.855398763278897,0.6931471805599453,0,0,0
05086,2023,05,Antioquia,Belmira,4363,2042,6405,38.48391342163086,2550,27900,0.6811865568161011,NA,22403.824314,5607.1491734,1607.4364474,153.776702,6654.392747,22507.72006,57.71936661370117,6346503231,0,0,0,0,0,0,0,0,1,1089.308554,545,3110.849387,7.6,59,1,4745.157941,0,5,5,0,5,0,0,0,0,0,0,0,0,78.06401249024199,78.06401249024199,0,78.06401249024199,0,1,1.791759469228055,15.6128024980484,6346.503231,170.0715931303669,85.08977361436378,485.69077080405935,740.8521375487901,0,0,0,0,0
05088,2012,05,Antioquia,Bello,8600,421434,430034,11.407896041870117,1447,15100,0.019998418167233467,75.74,263702.977,84338.997,1575.703,834.925,148034.622,90838.149,NA,131306480761,0,0,0,0,0,0,0,0,9,423.35,2000,2550.9,0,62,0,4974.25,0,117,112,5,15,102,0,0,0,0,0,0,0,27.207151062474132,26.044452299120533,1.1626987633535955,3.4880962900607857,23.719054772413344,0.1282051282051282,4.770684624465665,2.0928577740364713,131306.480761,0.9844570429314891,4.650795053414382,5.931856550877373,11.567108647223243,0,0,0,0,0
05088,2013,05,Antioquia,Bello,8001,430576,438577,11.407896041870117,1447,15100,0.0182430911809206,73.77,288539.31,95530.94,1293.013,41.213,184792.022,95605.962,NA,140601867232,0,0,0,0,2,1,0,0,29,186.21399,4599.25,1462.777,0,25,0,6248.24099,1,92,82,10,13,79,1,1,0,0,0.45602026554060066,0.22801013277030033,0,20.976932214867627,18.696830887164626,2.280101327703003,2.964131726013904,18.012800488853724,0.14130434782608695,4.532599493153256,6.612293850338709,140601.867232,0.42458676583587374,10.486756031438038,3.335279779833416,14.246622577107328,0.22801013277030033,0.6931471805599453,0.22801013277030033,0.22801013277030033,0.6931471805599453
05088,2014,05,Antioquia,Bello,7432,439753,447185,11.407896041870117,1447,15100,0.016619520261883736,74.72713993579323,324184.151,117214.747,832.074,15.521,202388.124,153241.408,NA,150982848820,0,0,0,0,0,0,0,0,12,187.74317,16168.375,3342.93724,0,22,0,19699.05541,1,97,92,5,22,75,0,0,0,0,0,0,0,21.691246352180865,20.573140870109686,1.1181054820711787,4.919664121113186,16.77158223106768,0.2268041237113402,4.584967478670572,2.6834531569708284,150982.84882,0.41983333519684246,36.155897447365184,7.475512908527791,44.05124369108982,0.22362109641423572,0.6931471805599453,0,0,0
05088,2015,05,Antioquia,Bello,6906,448959,455865,11.407896041870117,1447,15100,0.015149221755564213,79.47267991094559,362938.46875,127963.0078125,1396.58801269531,15.5209999084472,207112.796875,77274.828125,NA,155786014180,0,0,0,0,1,0,0,0,29,141.115156,15498.403732,4104.623355,0,17,0,19744.142243000002,0,100,83,17,25,75,1,0,0,0,0.21936318866331042,0,0,21.93631886633104,18.207144659054766,3.729174207276277,5.48407971658276,16.45223914974828,0.25,4.61512051684126,6.361532471236002,155786.01418,0.30955470588880485,33.997792618428704,9.00403267414695,43.31137999846446,0,0,0.21936318866331042,0,0.6931471805599453
05088,2016,05,Antioquia,Bello,6418,458196,464614,11.407896041870117,1447,15100,0.013813617639243603,79.26,396797.621,145868.82,1851.757,0,214778.061,49332.859,69.96310423059295,169176880257,0,0,0,0,0,0,0,0,36,174.279756,47560.905507,2784.772955,0,16,0,50519.95821800001,0,97,90,7,11,86,0,0,0,0,0,0,0,20.877545661559918,19.370918655055597,1.506627006504324,2.367556724506795,18.509988937053123,0.1134020618556701,4.584967478670572,7.748367462022237,169176.880257,0.3751065529665486,102.3664924152092,5.9937344871226435,108.73533345529839,0,0,0,0,0
05088,2017,05,Antioquia,Bello,5975,467448,473423,11.407896041870117,1447,15100,0.01262084860354662,74.10951194109947,427275.9157114492,162714.38543701172,2113.9747924804688,1e-6,229975.96875,45622.58203125,70.71827546402233,179497984435,0,0,0,0,3,2,0,0,62,311.332251,153141.411283,5947.696005,0,30,0,159400.439539,0,79,69,10,17,62,2,0,0,0,0.6336827741786943,0.42245518278579625,0,16.686979720038952,14.574703806109968,2.112275913928981,3.590869053679268,13.096110666359682,0.21518987341772153,4.382026634673881,13.096110666359682,179497.984435,0.6576196150165919,323.4769144781728,12.563175014733124,336.6977091079225,0,0,0.42245518278579625,0,1.0986122886681098
05088,2018,05,Antioquia,Bello,26781,495483,522264,11.407896041870117,1447,15100,0.05127866193652153,74.21827112,424582.452957,169888.170184,1985.436791,0,225780.527831,30579.247104,67.41041411619689,187534315954,0,0,0,0,0,0,0,0,100,317.429837,75245.536066,2866.364203,0,26,0,78429.33010600001,0,79,69,10,15,64,1,1,0,0,0,0,0,15.126449458511404,13.21170902072515,1.9147404377862536,2.8721106566793804,12.254338801832024,0.189873417721519,4.382026634673881,19.14740437786254,187534.315954,0.6077957450637992,144.07567066847417,5.488343448907067,150.1718098624451,0,0,0.19147404377862537,0.19147404377862537,0.6931471805599453
05088,2019,05,Antioquia,Bello,21701,516826,538527,11.407896041870117,1447,15100,0.04029695689678192,71.86059143439152,486670.286897,196137.894439,2778.0735950000003,1e-6,260087.680897,46277.449158,67.2618920479797,207352535158,0,0,0,0,0,0,0,0,134,328.3,51272.885612,12108.078507,0,24,0,63709.264119,0,134,118,16,16,118,0,0,0,0,0,0,0,24.88268926163405,21.91162188711058,2.971067374523469,2.971067374523469,21.91162188711058,0.11940298507462686,4.90527477843843,24.88268926163405,207352.535158,0.6096258869100343,95.20949852467936,22.483698137697832,118.30282254928721,0,0,0,0,0
05088,2020,05,Antioquia,Bello,15727,536427,552154,11.407896041870117,1447,15100,0.028482995927333832,76.21,494189.59672400006,187910.159179,3105.0093420000003,0,288758.893737,27213.559672,63.40835189819336,222091721274,0,0,0,0,0,0,1,0,115,288.851443,23955.501004,6272.641472,0,20,0,30516.993919,0,115,100,15,11,104,0,0,0,0,0,0,0.18110889353332585,20.82752275633247,18.110889353332585,2.716633402999888,1.9921978288665843,18.835324927465887,0.09565217391304348,4.7535901911063645,20.82752275633247,222091.721274,0.5231356523723455,43.38554280870917,11.360311565251724,55.26899002633323,0,0,0,0,0
05088,2021,05,Antioquia,Bello,15546,545285,560831,11.407896041870117,1447,15100,0.02771957963705063,79.57569214183758,421147.892735,214566.161274,1e-6,0,205689.536922,530.109123,60.33269500732422,238745099048,0,0,0,0,3,1,0,0,90,423.874257,43256.893069,13102.334522,50,23,2,56783.101848,0,58,53,5,11,47,0,0,0,0,0.5349205018980763,0.1783068339660254,0,10.341796370029474,9.450262200199347,0.8915341698301271,1.9613751736262794,8.380421196403194,0.1896551724137931,4.07753744390572,16.047615056942288,238745.099048,0.755796767653714,77.12999650340298,23.362357861815767,101.24815113287247,0,0,0,0,0
05088,2022,05,Antioquia,Bello,15498,553990,569488,11.407896041870117,1447,15100,0.027213918045163155,75.79883834722048,642809.399421,267602.39757100004,328.755958,0,332048.609306,116032.689351,63.56404362424065,245599461825,0,0,0,0,1,0,1,0,196,780.3990173339844,21603.359375,14052.422729492188,13.199999809265137,37,1,36436.18112182617,1,55,50,5,9,46,0,0,0,0,0.1755963251201079,0,0.1755963251201079,9.657797881605934,8.779816256005395,0.8779816256005394,1.580366926080971,8.077430955524964,0.16363636363636364,4.02535169073515,34.41687972354115,245599.461825,1.3703519957119104,37.934705164990305,24.67553790333104,63.98059506403325,0.1755963251201079,0.6931471805599453,0,0,0
05088,2023,05,Antioquia,Bello,15496,562880,578376,11.407896041870117,1447,15100,0.026792259886860847,NA,866970.033673,350745.565205,4529.866088,NA,424330.244737,167512.463951,68.76452078695333,295769142715,0,0,0,0,0,0,0,0,244,459.869676,29295.008951,8653.751083,20,20,1,38408.629709999994,0,55,49,6,7,48,0,0,0,0,0,0,0,9.509384898405191,8.471997454942805,1.0373874434623844,1.210285350706115,8.299099547699075,0.12727272727272726,4.02535169073515,42.18708936747029,295769.142715,0.7951050458525251,50.65045740314259,14.962154520588681,66.40771696958379,0,0,0,0,0
05091,2012,05,Antioquia,Betania,5735,3851,9586,72.28752899169922,1500,17000,0.5982683300971985,66.78,9688.001,2633.387,942.9770000000001,49.036,5307.451,7636.563,NA,4392459851,0,0,0,0,0,0,0,0,0,2157.538293,0,6560.3704,0,412,0,8717.908693,0,3,3,0,3,0,0,0,0,0,0,0,0,31.295639474233255,31.295639474233255,0,31.295639474233255,0,1,1.3862943611198906,0,4392.459851,225.07180189860213,0,684.3699561861048,909.4417580847069,0,0,0,0,0
05091,2013,05,Antioquia,Betania,5634,3853,9487,72.28752899169922,1500,17000,0.5938652753829956,60.71,7355.8369999999995,2050.5080000000003,802.378,860.223,3891.027,5105.741,NA,4705356055,0,0,0,0,0,0,0,0,4,1819.571197,1600,8385.288925,0,337,0,11804.860122000002,0,1,1,0,1,0,0,0,0,0,0,0,0,10.540739959945189,10.540739959945189,0,10.540739959945189,0,1,0.6931471805599453,42.162959839780754,4705.356055,191.79626826183198,168.65183935912302,883.8715004743334,1244.3196080952885,0,0,0,0,0
05091,2014,05,Antioquia,Betania,5534,3854,9388,72.28752899169922,1500,17000,0.5894759297370911,61.45160383511587,9101.735,2265.884,859.002,530.301,5771.811,5192.032999999999,NA,4875139867,0,0,0,0,0,0,0,0,0,1471.243932,0,5742.379988,0,288,0,7213.62392,0,13,12,1,7,6,0,0,0,0,0,0,0,138.47464848743076,127.82275244993609,10.651896037494673,74.56327226246272,63.911376224968045,0.5384615384615384,2.6390573296152584,0,4875.139867,156.71537409458887,0,611.6723463996591,768.387720494248,0,0,0,0,0
05091,2015,05,Antioquia,Betania,5431,3855,9286,72.28752899169922,1500,17000,0.5848589539527893,62.70830213648916,9895.6494140625,2511.10888671875,995.72802734375,372.566009521484,5939.14208984375,1121.10302734375,NA,5141006654,0,0,0,0,0,0,0,0,0,1100.073043,0,5980.905272,0,188,0,7080.978315,0,17,15,2,11,6,0,0,0,0,0,0,0,183.07129011415034,161.53349127719147,21.537798836958864,118.45789360327373,64.6133965108766,0.6470588235294118,2.8903717578961645,0,5141.006654,118.465759530476,0,644.0776730562137,762.5434325866896,0,0,0,0,0
05091,2016,05,Antioquia,Betania,5334,3854,9188,72.28752899169922,1500,17000,0.5805398225784302,60.58,10449.898000000001,2681.675,1117.703,150,6481.08,750.741,48.90688843165007,5507913759,0,0,0,0,0,0,0,0,1,1340.598097,96,4454.412944,0,197,0,5891.011041,0,15,15,0,9,6,0,0,0,0,0,0,0,163.25642141924249,163.25642141924249,0,97.9538528515455,65.302568567697,0.6,2.772588722239781,10.8837614279495,5507.913759,145.907498585111,10.44841097083152,484.8076778406617,641.1635873966043,0,0,0,0,0
05091,2017,05,Antioquia,Betania,5226,3853,9079,72.28752899169922,1500,17000,0.5756140351295471,59.74748066628958,11541.863259157715,2719.96883392334,1077.164894104004,616.48256,6485.634765625,790.83905029296875,51.02959748831142,5415194665,0,0,0,0,0,0,0,0,1,1308.429416,395,5152.125581,0,212,0,6855.554997,1,16,14,2,10,6,0,0,0,0,0,0,0,176.23086242978303,154.20200462606013,22.02885780372288,110.14428901861437,66.08657341116863,0.625,2.833213344056216,11.01442890186144,5415.194665,144.1160277563608,43.50699416235268,567.4772090538605,755.1002309725741,11.01442890186144,0.6931471805599453,0,0,0
05091,2018,05,Antioquia,Betania,6722,3601,10323,72.28752899169922,1500,17000,0.6511672735214233,64.08508529,12754.040879,2969.937336,1050.623421,1107.177472,5969.876402,3467.544576,52.06639272553238,5500969000,0,0,0,0,0,0,0,0,0,1846.826305,709.281505,3918.357713,10.8,286,1,6474.465523,0,14,13,1,13,1,0,0,0,0,0,0,0,135.61949045820015,125.93238399690011,9.68710646130001,125.93238399690011,9.68710646130001,0.9285714285714286,2.70805020110221,0,5500.969,178.90403032064322,68.70885449966094,379.57548319287025,627.1883680131745,0,0,0,0,0
05091,2019,05,Antioquia,Betania,6636,3638,10274,72.28752899169922,1500,17000,0.6459022760391235,66.53917636240905,16437.21478979,3155.83890161,1104.6588009999998,1448.504154,7049.2196343000005,6836.52455618,59.1266947793159,5861512972,1.8131,0,1,0,0,0,0,0,1,1791.022725,0,5584.66111,46.682,227,10,7375.683835,0,13,9,4,10,3,0,0,0,0,0,0,0,126.5329959120109,87.59976640062294,38.93322951138797,97.33307377846992,29.199922133540976,0.7692307692307693,2.6390573296152584,9.733307377846993,5861.512972,174.32574703134128,0,543.5722318473818,717.8979788787229,0,0,0,0,0
05091,2020,05,Antioquia,Betania,6587,3697,10284,72.28752899169922,1500,17000,0.6405095458030701,68.56,15503.02953263,4182.43609786,1308.05760672,1139.667785,7916.39873056,2409.61084707,60.29698181152344,6150935570,0,0,0,0,0,0,0,0,3,2120.672674,400,8817.957103,114,281,12,11338.629777,0,40,38,2,38,2,0,0,0,0,0,0,0,388.95371450797353,369.5060287825749,19.447685725398678,369.5060287825749,19.447685725398678,0.95,3.713572066704308,29.171528588098013,6150.93557,206.2108784519642,38.895371450797356,857.444292395955,1102.5505422987164,0,0,0,0,0
05091,2021,05,Antioquia,Betania,6512,3932,10444,72.28752899169922,1500,17000,0.6235159039497375,65.83653191949524,17230.210481000002,3665.8155129999996,1152.9961389999999,582.116906,9371.2001080000009,2780.668648,42.745147705078125,6884435838,0,0,0,0,3,0,0,0,2,1921.650058,1350,9080.198148,194.7,249,26,12351.848205999999,0,21,18,3,17,4,0,0,0,0,28.724626579854466,0,0,201.07238605898124,172.34775947912675,28.724626579854466,162.7728839525086,38.299502106472616,0.8095238095238095,3.091042453358316,19.149751053236308,6884.435838,183.99560111068556,129.26081960934508,869.4176702412868,1182.6740909613175,0,0,0,0,0
05091,2022,05,Antioquia,Betania,6492,4113,10605,72.28752899169922,1500,17000,0.6121640801429749,64.94163113869719,17010.345405,4021.51355375,1547.93744775,300.087137,10715.98942825,2152.847885,38.95849113175848,8131884451,0,0,0,0,0,0,0,0,1,2881.0783309936523,8800,7035.4083251953125,465.79998779296875,271,42,18716.486656188965,0,6,5,1,5,1,0,0,0,0,0,0,0,56.57708628005658,47.14757190004715,9.42951438000943,47.14757190004715,9.42951438000943,0.8333333333333334,1.9459101490553132,9.42951438000943,8131.884451,271.6716955203821,829.7972654408297,663.4048397166725,1764.8738006778847,0,0,0,0,0
05091,2023,05,Antioquia,Betania,6492,4278,10770,72.28752899169922,1500,17000,0.6027855277061462,NA,23321.694695,4558.7974445,1443.7511255,529.865469,12166.8348995,7441.473895,60.40002593004345,8293460030,0,0,0,0,0,0,0,0,2,975.7883,5230,7741.782189,86.254178,84,11,13947.570489,0,8,8,0,8,0,0,0,0,0,0,0,0,74.28040854224697,74.28040854224697,0,74.28040854224697,0,1,2.1972245773362196,18.570102135561743,8293.46003,90.60244196843082,485.60817084493965,718.8284298050139,1295.0390426183844,0,0,0,0,0
05093,2012,05,Antioquia,Betulia,11686,5631,17317,33.65726852416992,1600,25500,0.6748282313346863,62.04,11433.277,2360.108,1050.504,49,8489.743,7506.288,NA,6928091997,0,0,0,0,0,0,0,0,0,3299.817147,3900.613,1403.4,0,741,0,8603.830147,0,1,1,0,0,1,0,0,0,0,0,0,0,5.774672287347693,5.774672287347693,0,0,5.774672287347693,0,0.6931471805599453,0,6928.091997,190.55362632095628,225.24761794768148,81.04175088063754,496.84299514927534,0,0,0,0,0
05093,2013,05,Antioquia,Betulia,11700,5709,17409,33.65726852416992,1600,25500,0.6720661520957947,65.82,16375.346999999998,2429.1009999999997,1086.9919999999997,0,10074.86,11190.696,NA,7409241028,0,0,0,0,0,0,0,0,2,3123.390799,1000,3045.418,0,735,0,7168.808799,0,9,8,1,7,2,0,0,0,0,0,0,0,51.69739789763915,45.95324257567925,5.744155321959906,40.20908725371934,11.488310643919812,0.7777777777777778,2.302585092994046,11.488310643919812,7409.241028,179.4124188063645,57.44155321959906,174.9335401229249,411.78751214888854,0,0,0,0,0
05093,2014,05,Antioquia,Betulia,11713,5763,17476,33.65726852416992,1600,25500,0.6702334880828857,68.24178645825421,15577.697000000002,3134.7389999999996,1125.052,839.834,9983.11,13071.543,NA,7914345857,0,0,0,0,1,1,0,0,0,2988.206327,0,2439.056,0,665,0,5427.262327,0,6,6,0,4,2,0,0,0,0,5.722133211261158,5.722133211261158,0,34.332799267566955,34.332799267566955,0,22.888532845044633,11.444266422522317,0.6666666666666666,1.9459101490553132,0,7914.345857,170.9891466582742,0,139.56603341725796,310.5551800755322,0,0,0,0,0
05093,2015,05,Antioquia,Betulia,11725,5817,17542,33.65726852416992,1600,25500,0.6683958768844604,56.8810159729609,17302.412109375,3162.94506835937,1116.14794921875,586.552978515625,10714.3154296875,1957.72094726562,NA,8328966354,0,0,0,0,0,0,0,0,0,2679.928372,0,1870.551384,2,571,1,4550.479756,0,11,10,1,6,5,0,0,0,0,0,0,0,62.70664690457188,57.006042640519894,5.700604264051989,34.203625584311936,28.503021320259947,0.5454545454545454,2.4849066497880004,0,8328.966354,152.77211104777106,0,106.63273195758751,259.40484300535854,0,0,0,0,0
05093,2016,05,Antioquia,Betulia,11737,5869,17606,33.65726852416992,1600,25500,0.666647732257843,63.69,17322.331,3323.985,1255.085,0,11796.678,2416.313,45.25452369500161,8975550314,0,0,0,0,0,0,0,0,6,3741.272717,6824.707856,1387.393026,0,683,0,11953.373599,0,9,8,1,8,1,0,0,0,0,0,0,0,51.1189367261161,45.439054867658754,5.679881858457344,45.439054867658754,5.679881858457344,0.8888888888888888,2.302585092994046,34.07929115074406,8975.550314,212.49987032829716,387.6353434056571,78.80228478927638,678.9374985232307,0,0,0,0,0
05093,2017,05,Antioquia,Betulia,11748,5915,17663,33.65726852416992,1600,25500,0.6651191711425781,63.801719873021476,19629.478954315186,3347.7716789245605,1309.4917106628418,0,12104.3642578125,3087.58251953125,48.95673208638028,9112074839,0,0,0,0,0,0,0,0,3,5308.349139,1808.907746,4481.82384,6,832,1,11599.080725,0,11,10,1,7,4,0,0,0,0,0,0,0,62.277076374341846,56.6155239766744,5.661552397667441,39.63086678367208,22.646209590669763,0.6363636363636364,2.4849066497880004,16.984657193002324,9112.074839,300.5349679556134,102.41225986525505,253.74080507275093,656.6880328936194,0,0,0,0,0
05093,2018,05,Antioquia,Betulia,11333,4274,15607,33.65726852416992,1600,25500,0.7261485457420349,66.68356111,21928.663973,3590.563916,1575.730165,1298.803968,11492.103457,8412.616192,43.549702696528975,9954327005,0,0,0,0,0,0,0,0,2,4234.532084,376.123275,5532.101072,3.5,675,1,10142.756431000002,0,9,7,2,5,4,0,0,0,0,0,0,0,57.66643172935221,44.8516691228295,12.814762606522715,32.036906516306786,25.62952521304543,0.5555555555555556,2.302585092994046,12.814762606522715,9954.327005,271.3226170308195,24.0996523995643,354.4628097648491,649.885079195233,0,0,0,0,0
05093,2019,05,Antioquia,Betulia,11340,4396,15736,33.65726852416992,1600,25500,0.7206405401229858,67.13194835894095,23515.938238,4042.522769,1510.4463130000001,691.283516,13858.022047,5333.0667809999995,55.7772669807182,10530774307,1.6775,0,1,0,0,0,0,0,8,3151.397215,919,6480.19581,57,427,6,10550.593025,0,12,10,2,10,2,0,0,0,0,0,0,0,76.2582613116421,63.54855109303507,12.709710218607016,63.54855109303507,12.709710218607016,0.8333333333333334,2.5649493574615367,50.838840874428065,10530.774307,200.26672693187595,58.40111845449924,411.80705452465685,670.474899911032,0,0,0,0,0
05093,2020,05,Antioquia,Betulia,11374,4522,15896,33.65726852416992,1600,25500,0.7155259251594543,64.18,23908.558914100002,4235.29253245,1932.76456843,202.202982,15545.789663360001,1459.69560495,50.41190719604492,11900526960,0.4141,0,1,0,0,0,0,0,3,3428.832623,1485.74,5692.983816,0,464,0,10607.556439,0,18,16,2,17,1,0,0,0,0,0,0,0,113.23603422244591,100.65425264217413,12.581781580271766,106.94514343231002,6.290890790135883,0.9444444444444444,2.9444389791664403,18.87267237040765,11900.52696,215.70411568948163,93.46628082536488,358.13939456467034,667.3097910795168,0,0,0,0,0
05093,2021,05,Antioquia,Betulia,11245,4898,16143,33.65726852416992,1600,25500,0.6965867280960083,72.1180584264769,28430.453069,5150.517615000001,1610.6893599999999,46.604645,15693.033202,5393.080128,52.208595275878906,11648506931,0,0,0,0,0,0,0,0,2,3147.917458,0,10469.90476,29.994887,336,5,13617.822218,0,29,26,3,26,3,0,0,0,0,0,0,0,179.64442792541658,161.06052158830454,18.58390633711206,161.06052158830454,18.58390633711206,0.896551724137931,3.4011973816621555,12.389270891408042,11648.506931,195.00201065477296,0,648.5724313944124,843.5744420491854,0,0,0,0,0
05093,2022,05,Antioquia,Betulia,11211,5181,16392,33.65726852416992,1600,25500,0.6839311718940735,70.93268150175284,26645.051285,5094.017988,1617.97776,46.604645,16993.188706,5555.817489,58.99434244826111,12307925779,1.1604999999999999,0,6,0,0,0,0,0,2,3653.2195072174072,8745.099609375,11711.621276855469,133.60000610351562,344,14,24109.940393447876,3,5,5,0,5,0,0,0,0,0,0,0,0,30.502684236212787,30.502684236212787,0,30.502684236212787,0,1,1.791759469228055,12.201073694485116,12307.925779,222.8660021484509,533.4980239979868,714.4717714040671,1470.8357975505048,18.301610541727673,1.3862943611198906,0,0,0
05093,2023,05,Antioquia,Betulia,11209,5439,16648,33.65726852416992,1600,25500,0.6732940673828125,NA,36989.254525,6814.5976428,2109.6747788,46.604645,22433.430419,7301.187262,53.32815446988639,14433882600,0.0678,0,1,0,1,0,0,0,2,1996.013485,7272.343134,8121.396394,5,178,1,17389.753013,0,12,12,0,10,2,0,0,0,0,6.00672753483902,0,0,72.08073041806823,72.08073041806823,0,60.067275348390204,12.01345506967804,0.8333333333333334,2.5649493574615367,12.01345506967804,14433.8826,119.8950916025949,436.8298374579529,487.83015341182124,1044.5550824723691,0,0,0,0,0
05101,2012,05,Antioquia,Ciudad Bolívar,11220,16238,27458,61.592681884765625,1180,28500,0.4086240828037262,64.85,16430.25066,4586.619213999999,635.210725,0,10493.281231,9469.319720000001,NA,7061908044,0,0,0,0,0,0,0,0,1,1917.962124,7832.25,9523.180501,0,419,0,19273.392625,0,18,17,1,8,10,0,0,0,0,0,0,0,65.55466530701435,61.912739456624664,3.6419258503896863,29.13540680311749,36.41925850389686,0.4444444444444444,2.9444389791664403,3.6419258503896863,7061.908044,69.85075839463909,285.24473741714615,346.8271724451891,701.9226682569744,0,0,0,0,0
05101,2013,05,Antioquia,Ciudad Bolívar,11110,16225,27335,61.592681884765625,1180,28500,0.4064386188983917,66.79,22481.399615000002,5430.181933,759.531078,1939.164823,13779.982824,15085.187113000002,NA,8369684323,0,0,0,0,0,0,0,0,2,1717.97737,1401.589,12900.554463,0,422,0,16020.120833,1,21,21,0,6,15,0,0,0,0,0,0,0,76.82458386683739,76.82458386683739,0,21.949881104810682,54.8747027620267,0.2857142857142857,3.091042453358316,7.316627034936895,8369.684323,62.848998353758915,51.27451984635083,471.942727748308,586.0662459484179,3.6583135174684474,0.6931471805599453,0,0,0
