cod_municipio,anio,cod_departamento,nombre_departamento,nombre_municipio,pobl_rur,pobl_urb,pobl_tot,discapital,altura,areaoficialhas,indrural,DF_desemp_fisc,y_total,y_corr,y_transf,y_cap_regalias,y_cap_transf,g_cap_FBKF,MDM,SGP_total,hectareas_formalizadas,hectareas_adjudicadas,n_registros_formalizacion,n_registros_adjudicacion,n_asesinatos_sel_civiles_cmh,n_lideres_tierras_amb_cmh,n_homicidios_firmantes_paz,hectareas_coca,n_extorsiones,vrf_peq_productor,vrf_grande_productor,vrf_mediano_productor,vrf_mujer_rural,nuf_peq_productor,nuf_mujer_rural,vrf_credito_total,n_acciones_belicas,n_homicidios_md,n_homicidios_md_hombres,n_homicidios_md_mujeres,n_homicidios_md_rural,n_homicidios_md_urbano,n_lideres_asesinados_SD,n_lideres_rurales_SD,pdet,pnis,tasa_asesinatos_sel_civiles,tasa_lideres_tierras_amb,tasa_firmantes_paz,tasa_homicidios_md,tasa_homicidios_md_hombres,tasa_homicidios_md_mujeres,tasa_homicidios_md_rural,tasa_homicidios_md_urbano,prop_homicidios_md_rural,ln_homicidios_md,tasa_extorsiones,SGP_total_mill,vrf_peq_pc,vrf_grande_pc,vrf_mediano_pc,vrf_credito_total_pc,tasa_acciones_belicas,ln_acciones_belicas,tasa_lideres_asesinados_SD,tasa_lideres_rurales_SD,ln_lideres_asesinados_SD
05001,2022,05,Antioquia,Medellín,42631,2570327,2612958,0,1475,38700,0.016315225511789322,82.29753613916938,6894172.150374999,2668045.3505799,105373.2294489,0,2016240.819701,927905.699467,83.19460343873281,1425654103180,0,0,0,0,5,0,0,0,671,5141.066822052002,2437473.2739868164,148648.83178710938,63.45576477050781,334,8,2591263.172595978,0,358,331,27,6,352,3,0,0,0,0.19135401334426347,0,0,13.700947355449266,12.667635683390243,1.0333116720590227,0.22962481601311618,13.47132253943615,0.01675977653631285,5.883322388488279,25.67970859080016,1425654.10318,1.967527538541378,932.8405867935177,56.889101082799414,991.6972154148584,0,0,0.11481240800655809,0,1.3862943611198906
05001,2023,05,Antioquia,Medellín,42625,2611104,2653729,0,1475,38700,0.016062302514910698,NA,8215654.250352,3494128.07821765,129313.82464565,NA,2378056.59281075,1185537.842514,79.58572257002042,1618994723500,0,0,0,0,3,2,0,0,941,1698.357023,1231725.151292,57843.171451,0,126,0,1291266.679766,0,359,331,28,23,336,3,0,0,0,0.11304846877733182,0.07536564585155454,0,13.528133430354043,12.47301438843228,1.0551190419217638,0.8667049272928774,12.661428503061165,0.06406685236768803,5.886104031450156,35.45953637315642,1618994.7235,0.6399888696245924,464.1488076936266,21.796939872534086,486.5857364357853,0,0,0.11304846877733182,0,1.3862943611198906
05002,2012,05,Antioquia,Abejorral,13030,6540,19570,58.20087432861328,2275,49700,0.665814995765686,69.68,12738.983999999999,2997.473,960.199,42.538,7316.608,8020.909,NA,6610711877,0,0,0,0,0,0,0,0,2,2589.339161,400,1550.425305,0,517,0,4539.764466,0,8,7,1,5,3,0,0,0,0,0,0,0,40.87889626980071,35.769034236075626,5.109862033725089,25.54931016862545,15.329586101175268,0.625,2.1972245773362196,10.219724067450178,6610.711877,132.31165871231477,20.439448134900356,79.22459402146143,231.97570086867654,0,0,0,0,0
05002,2013,05,Antioquia,Abejorral,12891,6587,19478,58.20087432861328,2275,49700,0.661823570728302,71.67,18232.104,3732.0910000000003,1089.7210000000002,1962.3590000000002,9417.95,13227.068000000001,NA,7268526324,0,0,0,0,0,0,0,0,1,3112.652821,0,2315.778242,0,474,0,5428.431063,0,6,3,3,4,2,0,0,0,0,0,0,0,30.803983981928333,15.401991990964166,15.401991990964166,20.53598932128555,10.267994660642776,0.6666666666666666,1.9459101490553132,5.133997330321388,7268.526324,159.80351273231338,0,118.89199312044357,278.6955058527569,0,0,0,0,0
05002,2014,05,Antioquia,Abejorral,12746,6636,19382,58.20087432861328,2275,49700,0.6576204895973206,70.11240517157124,17245.575,3605.129,1297.567,641.046,10483.082,13421.591,NA,7203200265,0,0,0,0,0,0,0,0,0,3710.297454,0,2926.485715,0,467,0,6636.783169,0,4,4,0,1,3,0,0,0,0,0,0,0,20.637705087194306,20.637705087194306,0,5.159426271798576,15.47827881539573,0.25,1.6094379124341003,0,7203.200265,191.4300616035497,0,150.9898728201424,342.4199344236921,0,0,0,0,0
05002,2015,05,Antioquia,Abejorral,12609,6681,19290,58.20087432861328,2275,49700,0.6536547541618347,71.84019520983064,19391.412109375,4006.76489257812,1391.15600585937,1477.2060546875,11017.3515625,6881.2587890625,NA,8437407841,0,0,0,0,0,0,0,0,2,3075.138918,200,1124.424361,0,394,0,4399.563279,0,5,5,0,2,3,0,0,0,0,0,0,0,25.92016588906169,25.92016588906169,0,10.368066355624675,15.552099533437012,0.4,1.791759469228055,10.368066355624675,8437.407841,159.41622177293934,10.368066355624675,58.290531933644374,228.0748200622084,0,0,0,0,0
05002,2016,05,Antioquia,Abejorral,12471,6724,19195,58.20087432861328,2275,49700,0.6497004628181458,68.49,20655.803,4051.2429999999995,1551.651,737.104,11661.815,3661.2349999999997,49.48091864460102,8481419736,0,0,0,0,0,0,0,0,1,4646.843289,1259.5728,3368.174045,0,464,0,9274.590134,0,7,6,1,6,1,0,0,0,0,0,0,0,36.46783016410524,31.25814014066163,5.209690023443605,31.25814014066163,5.209690023443605,0.8571428571428571,2.0794415416798357,5.209690023443605,8481.419736,242.08613123209173,65.61983849960927,175.4714271945819,483.1773969262829,0,0,0,0,0
05002,2017,05,Antioquia,Abejorral,12331,6765,19096,58.20087432861328,2275,49700,0.64573734998703,68.55370351327495,20501.90442901758,4178.889495849609,1380.2230224609375,24.365336,12760.345703125,4761.44482421875,44.04574832633567,8656018975,0,0,0,0,0,0,0,0,1,6217.165706,400,4860.60544,0,636,0,11477.771146,0,2,2,0,1,1,0,0,0,0,0,0,0,10.473397570171764,10.473397570171764,0,5.236698785085882,5.236698785085882,0.5,1.0986122886681098,5.236698785085882,8656.018975,325.57424099287806,20.94679514034353,254.53526602429832,601.0563021575198,0,0,0,0,0
05002,2018,05,Antioquia,Abejorral,12693,7674,20367,58.20087432861328,2275,49700,0.6232140064239502,71.48823994,24941.718416000003,4369.916024,1546.653487,0,12519.346713,5265.301504,50.88692604651185,8898950927,0,0,0,0,0,0,0,0,2,4823.48729,0,4900.612094,0,496,0,9724.099384000001,0,5,3,2,3,2,0,0,0,0,0,0,0,24.54951637452742,14.729709824716453,9.819806549810968,14.729709824716453,9.819806549810968,0.6,1.791759469228055,9.819806549810968,8898.950927,236.8285604163598,0,240.61531369372025,477.4438741100801,0,0,0,0,0
05002,2019,05,Antioquia,Abejorral,12481,7777,20258,58.20087432861328,2275,49700,0.6161022782325745,69.87423604971136,28270.16375,5633.751942,2005.8380339999999,2807.829897,15948.322461,6983.202823,61.776012909493,9757133187,0,0,0,0,0,0,0,0,5,4307.628717,1017.5,5674.262095,12,431,1,10999.390812,0,4,4,0,3,1,0,0,0,0,0,0,0,19.745285813012146,19.745285813012146,0,14.80896435975911,4.936321453253036,0.75,1.6094379124341003,24.68160726626518,9757.133187,212.63840048375948,50.22707078684964,280.09981710929014,542.9652883798993,0,0,0,0,0
05002,2020,05,Antioquia,Abejorral,12377,7910,20287,58.20087432861328,2275,49700,0.6100951433181763,69.83,25505.341575810002,5208.90822281,1753.483255,0,15326.46045,4325.13474435,54.89950942993164,10172911912,0,0,0,0,1,0,0,0,1,6509.564412,560.372311,8959.506511,10,580,1,16029.443233999998,0,5,4,1,3,2,1,0,0,0,4.929265046581555,0,0,24.646325232907778,19.71706018632622,4.929265046581555,14.787795139744665,9.85853009316311,0.6,1.791759469228055,4.929265046581555,10172.911912,320.8736832454281,27.622236456844284,441.63782279292155,790.1337424951938,0,0,4.929265046581555,0,0.6931471805599453
05002,2021,05,Antioquia,Abejorral,12237,8365,20602,58.20087432861328,2275,49700,0.5939714312553406,66.52781287021938,26619.126525999996,5094.93951795,1913.97029095,248.45194,17258.83013675,1509.451232,38.595584869384766,10562053256,0,0,0,0,0,0,0,0,3,5812.709665,985.074917,12596.613747,93.91,428,8,19394.398329,0,2,1,1,2,0,0,0,0,0,0,0,0,9.707795359673819,4.853897679836909,4.853897679836909,9.707795359673819,0,1,1.0986122886681098,14.561693039510729,10562.053256,282.14297956509074,47.81452854091836,611.4267424036501,941.3842505096592,0,0,0,0,0
05002,2022,05,Antioquia,Abejorral,12199,8721,20920,58.20087432861328,2275,49700,0.5831261873245239,69.84018306293514,30641.249133,6402.1562134000005,2136.2401984,1596.146824,17081.869672,8913.729297,45.99379796226837,11539600771,0.0789,0,1,0,0,0,0,0,5,6010.907958984375,10074.75,11199.703811645508,135,378,7,27285.361770629883,0,4,4,0,3,1,0,0,0,0,0,0,0,19.120458891013385,19.120458891013385,0,14.340344168260039,4.780114722753346,0.75,1.6094379124341003,23.90057361376673,11539.600771,287.32829631856475,481.58460803059273,535.3586908052346,1304.2715951543921,0,0,0,0,0
05002,2023,05,Antioquia,Abejorral,12198,9048,21246,58.20087432861328,2275,49700,0.5741316080093384,NA,35828.081943,8961.5451412,2624.7379422,403.93808,21816.080555,10785.351459,51.58219274339636,12865503992,0,0,0,0,2,2,0,0,0,2722.627798,14698.982745,9022.440578,35.999505,165,3,26444.051120999997,0,12,10,2,11,1,2,0,0,0,9.413536665725314,9.413536665725314,0,56.48121999435188,47.067683328626565,9.413536665725314,51.77445166148922,4.706768332862657,0.9166666666666666,2.5649493574615367,0,12865.503992,128.14778301797986,691.847065094606,424.66537597665445,1244.66022408924,0,0,9.413536665725314,0,1.0986122886681098
05004,2012,05,Antioquia,Abriaquí,1502,788,2290,63.85463333129883,1900,29300,0.6558951735496521,54.56,2971.691672,887.3545750000001,583.429695,10.062249999999999,1795.3169890000001,1356.209765,NA,1961505531,0,0,0,0,0,0,0,0,0,204.16,0,77,0,36,0,281.15999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1961.505531,89.15283842794759,0,33.624454148471614,122.7772925764192,0,0,0,0,0
05004,2013,05,Antioquia,Abriaquí,1455,776,2231,63.85463333129883,1900,29300,0.6521739363670349,58.87,3603.3866199999998,1100.862232,775.607654,449.81037,1918.847868,1675.7634859999998,NA,2141760539,0,0,0,0,0,0,0,0,0,357.128,0,353.97,0,57,0,711.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2141.760539,160.0753025549081,0,158.65979381443302,318.73509636934114,0,0,0,0,0
05004,2014,05,Antioquia,Abriaquí,1411,764,2175,63.85463333129883,1900,29300,0.6487356424331665,59.8473273638132,5200.8584710000005,1225.859513,806.4394610000002,993.9124200000001,2041.913125,2158.086696,NA,2243049838,0,0,0,0,0,0,0,0,1,448.196,0,180.581,0,63,0,628.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,45.97701149425287,2243.049838,206.06712643678162,0,83.02574712643677,289.0928735632184,0,0,0,0,0
05004,2015,05,Antioquia,Abriaquí,1377,751,2128,63.85463333129883,1900,29300,0.6470864415168762,52.74684687865408,5123.93017578125,1160.875,730.012023925781,365.114013671875,1972.38305664062,1949.61303710937,NA,2364255184,0,0,0,0,0,0,0,0,0,414.835103,0,192.4,5.5,59,1,607.235103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2364.255184,194.9413078007519,0,90.41353383458647,285.35484163533835,0,0,0,0,0
05004,2016,05,Antioquia,Abriaquí,1337,738,2075,63.85463333129883,1900,29300,0.6443373560905457,61.32,5530.205,1018.677,634.524,424.366,2066.941,1440.2379999999998,44.940027739606826,2273275207,0,0,0,0,0,0,0,0,0,522.594092,0,97.997145,0,59,0,620.5912370000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2273.275207,251.85257445783134,0,47.22753975903615,299.0801142168675,0,0,0,0,0
05004,2017,05,Antioquia,Abriaquí,1295,724,2019,63.85463333129883,1900,29300,0.6414066553115845,63.13693763557092,7752.8609952322995,1287.3662700653076,695.7810592651367,681.0594834677734,2439.498046875,2246.337158203125,56.24026013830193,2232677498,0,0,0,0,0,0,0,0,2,349.432254,0,43.495614,0,47,0,392.927868,0,1,1,0,1,0,0,0,0,0,0,0,0,49.529470034670624,49.529470034670624,0,49.529470034670624,0,1,0.6931471805599453,99.05894006934125,2232.677498,173.07194353640415,0,21.543147102526003,194.61509063893016,0,0,0,0,0
